,userid,number_of_courses,total_marks
8664,11731,7.0,538.0
8665,11732,6.0,524.1
8666,11733,6.0,419.6
8667,11734,6.0,337.5
8668,11735,5.0,312.0
8669,11747,3.0,227.0
8670,11748,3.0,224.2
8671,11750,1.0,59.5
8672,11752,1.0,86.3
8673,11759,1.0,87.0
8674,11760,1.0,81.2
8675,11761,1.0,82.2
8676,11762,7.0,494.2000000000001
8677,11763,7.0,558.25
8678,11764,8.0,613.75
8679,11765,9.0,622.5
8680,11766,7.0,440.94
8681,11767,8.0,443.9
8682,11768,7.0,518.07
8683,11769,7.0,473.3
8684,11770,8.0,598.4200000000001
8685,11771,8.0,547.76
8686,11772,7.0,462.8
8687,11773,7.0,607.63
8688,11774,8.0,520.05
8689,11775,7.0,437.24
8690,11776,8.0,502.45
8691,11777,7.0,434.69
8692,11778,8.0,563.2
8693,11779,7.0,526.0
8694,11780,9.0,655.39
8695,11781,4.0,194.27
8696,11782,8.0,529.8
8697,11783,8.0,581.48
8698,11784,6.0,389.2000000000001
8699,11785,8.0,410.54
8700,11786,8.0,573.9
8701,11787,3.0,155.28
8702,11788,8.0,603.4200000000001
8703,11789,3.0,173.65
8704,11790,1.0,87.2
8705,11791,7.0,435.6
8706,11792,8.0,520.6
8707,11793,4.0,180.53
8708,11794,7.0,451.91
8709,11795,9.0,706.74
8710,11796,8.0,654.38
8711,11797,7.0,527.41
8712,11798,8.0,537.34
8713,11799,8.0,479.27
8714,11800,8.0,680.3000000000001
8715,11801,7.0,539.3
8716,11802,8.0,613.7
8717,11803,8.0,626.8
8718,11804,9.0,754.7
8719,11805,8.0,669.1
8720,11806,8.0,583.5
8721,11807,8.0,656.4
8722,11808,6.0,299.2
8723,11809,5.0,319.9
8724,11810,1.0,87.6
8725,11811,7.0,562.5
8726,11812,8.0,532.28
8727,11813,7.0,590.0
8728,11814,4.0,220.93
8729,11815,10.0,706.8499999999999
8730,11816,6.0,482.03
8731,11817,6.0,461.1
8732,11818,8.0,580.28
8733,11819,7.0,544.8000000000001
8734,11820,8.0,607.3499999999999
8735,11821,6.0,509.13
8736,11822,6.0,493.6
8737,11823,8.0,535.9000000000001
8738,11824,7.0,522.25
8739,11825,8.0,571.6
8740,11826,7.0,507.83
8741,11827,3.0,166.7
8742,11828,7.0,496.98
8743,11829,8.0,591.03
8744,11830,7.0,563.5
8745,11831,7.0,495.25
8746,11832,7.0,419.65
8747,11833,1.0,84.5
8748,11834,1.0,82.2
8749,11836,1.0,81.8
8750,11837,7.0,388.33
8751,11846,3.0,190.15
8752,11855,5.0,336.25
8753,11857,8.0,612.52
8754,11862,1.0,80.0
8755,11864,3.0,218.0
8756,11867,1.0,76.0
8757,11869,1.0,59.5
8758,11872,1.0,84.0
8759,11874,1.0,0.0
8760,11875,1.0,0.0
8761,11882,1.0,0.0
8762,11886,1.0,0.0
8763,11889,2.0,0.0
8764,11902,7.0,372.0
8765,11904,2.0,139.9
8766,11906,3.0,236.45
8767,11907,3.0,227.61
8768,11908,1.0,75.0
8769,11912,3.0,230.0
8770,11913,2.0,79.6
8771,11914,2.0,89.64
8772,11920,5.0,376.3
8773,11921,2.0,64.75
8774,11922,3.0,154.0
8775,11927,7.0,539.99
8776,11928,7.0,542.03
8777,11929,6.0,388.85
8778,11930,7.0,572.75
8779,11931,8.0,612.22
8780,11932,7.0,571.01
8781,11933,6.0,445.6
8782,11934,7.0,525.5
8783,11935,7.0,460.5
8784,11936,6.0,470.4
8785,11937,6.0,472.4
8786,11938,7.0,451.2
8787,11939,7.0,549.84
8788,11940,6.0,446.5
8789,11941,7.0,549.8399999999999
8790,11942,7.0,503.1
8791,11943,6.0,435.8
8792,11944,7.0,546.8
8793,11945,7.0,521.0999999999999
8794,11946,7.0,478.0
8795,11947,6.0,354.73
8796,11948,6.0,419.1
8797,11949,7.0,560.3
8798,11950,7.0,542.8
8799,11951,6.0,466.6
8800,11952,7.0,514.0
8801,11953,7.0,492.11
8802,11954,7.0,539.4100000000001
8803,11955,6.0,444.2
8804,11956,7.0,556.87
8805,11957,6.0,433.3
8806,11958,7.0,512.5999999999999
8807,11959,7.0,500.31
8808,11960,6.0,484.5
8809,11961,8.0,579.73
8810,11962,7.0,479.5
8811,11963,7.0,529.8
8812,11964,7.0,506.19999999999993
8813,11965,6.0,443.4
8814,11966,7.0,537.8
8815,11967,6.0,300.40000000000003
8816,11968,6.0,497.39
8817,11971,7.0,554.4
8818,11978,3.0,157.5
8819,11987,7.0,475.6
8820,11990,2.0,155.2
8821,11994,8.0,620.8
8822,11995,3.0,226.1
8823,11999,2.0,144.5
8824,12007,5.0,433.2
8825,12008,6.0,364.1
8826,12009,6.0,452.5
8827,12010,5.0,372.3
8828,12011,9.0,705.7
8829,12012,8.0,554.73
8830,12013,7.0,515.6
8831,12014,9.0,682.7
8832,12015,7.0,565.7
8833,12016,8.0,583.9
8834,12017,6.0,461.4
8835,12018,8.0,532.5999999999999
8836,12019,8.0,588.4
8837,12020,6.0,424.8
8838,12021,5.0,335.3
8839,12022,7.0,583.54
8840,12023,8.0,611.25
8841,12024,9.0,603.78
8842,12025,8.0,522.34
8843,12026,8.0,578.53
8844,12027,8.0,595.39
8845,12028,8.0,579.3700000000001
8846,12029,7.0,525.01
8847,12030,8.0,603.7
8848,12031,7.0,456.09
8849,12032,9.0,636.87
8850,12033,7.0,530.39
8851,12034,8.0,664.5
8852,12035,7.0,556.79
8853,12036,8.0,558.03
8854,12037,7.0,595.5699999999999
8855,12038,6.0,417.0
8856,12039,6.0,408.0
8857,12040,6.0,492.8
8858,12041,7.0,555.9
8859,12042,7.0,402.5
8860,12043,7.0,546.2
8861,12044,7.0,585.6999999999999
8862,12045,5.0,357.7
8863,12046,6.0,428.5
8864,12047,7.0,560.7
8865,12048,5.0,383.8
8866,12049,7.0,508.7
8867,12050,3.0,68.2
8868,12051,1.0,75.0
8869,12052,2.0,86.0
8870,12053,6.0,396.67
8871,12055,7.0,461.4
8872,12057,2.0,114.9
8873,12058,8.0,454.9
8874,12059,1.0,91.0
8875,12060,6.0,474.6
8876,12063,5.0,333.3
8877,12064,5.0,377.9
8878,12065,6.0,415.8
8879,12066,4.0,243.6
8880,12067,6.0,497.8
8881,12068,9.0,652.9
8882,12069,6.0,450.0
8883,12070,6.0,435.6
8884,12071,9.0,628.3
8885,12072,6.0,415.1
8886,12073,6.0,360.6
8887,12074,5.0,350.0
8888,12075,5.0,277.5
8889,12076,6.0,399.7
8890,12077,8.0,638.03
8891,12078,7.0,519.87
8892,12079,7.0,494.17
8893,12080,7.0,439.05
8894,12081,8.0,556.97
8895,12082,6.0,505.7
8896,12083,8.0,481.3
8897,12084,8.0,541.7
8898,12085,7.0,319.24
8899,12086,8.0,568.8499999999999
8900,12087,7.0,467.50000000000006
8901,12088,8.0,623.1
8902,12090,8.0,592.23
8903,12091,5.0,347.26
8904,12092,6.0,505.8
8905,12093,8.0,614.9
8906,12094,8.0,624.7
8907,12095,9.0,642.35
8908,12096,7.0,121.37
8909,12097,8.0,628.52
8910,12098,6.0,390.38
8911,12099,6.0,325.25
8912,12100,8.0,607.7
8913,12102,7.0,387.87
8914,12103,8.0,580.4000000000001
8915,12104,7.0,581.3
8916,12105,8.0,657.1
8917,12106,9.0,726.3
8918,12107,7.0,543.98
8919,12108,8.0,624.3
8920,12109,8.0,530.55
8921,12110,8.0,553.8499999999999
8922,12111,8.0,704.72
8923,12112,7.0,625.26
8924,12113,8.0,519.61
8925,12114,7.0,607.3599999999999
8926,12115,8.0,687.5999999999999
8927,12116,7.0,583.03
8928,12117,7.0,578.5600000000001
8929,12118,8.0,687.4000000000001
8930,12119,7.0,443.88
8931,12120,8.0,619.5500000000001
8932,12121,7.0,483.78
8933,12122,8.0,674.05
8934,12123,7.0,630.9
8935,12124,9.0,742.1500000000001
8936,12125,8.0,675.4
8937,12126,7.0,494.28
8938,12127,8.0,664.05
8939,12128,7.0,476.64
8940,12129,8.0,614.65
8941,12130,7.0,509.35
8942,12131,8.0,566.78
8943,12132,7.0,474.96
8944,12133,8.0,627.05
8945,12134,7.0,524.95
8946,12135,7.0,507.31
8947,12136,8.0,606.8
8948,12137,7.0,529.73
8949,12138,7.0,488.18
8950,12139,8.0,543.15
8951,12140,6.0,421.49
8952,12141,7.0,497.22
8953,12142,7.0,617.61
8954,12143,7.0,410.23
8955,12144,7.0,570.21
8956,12145,7.0,558.0
8957,12146,7.0,581.04
8958,12147,7.0,477.54
8959,12148,9.0,738.3199999999999
8960,12149,7.0,546.66
8961,12150,8.0,526.45
8962,12151,8.0,621.88
8963,12152,7.0,554.82
8964,12153,7.0,538.03
8965,12154,8.0,608.9
8966,12155,7.0,529.4
8967,12156,7.0,517.98
8968,12157,7.0,598.2
8969,12158,8.0,574.6700000000001
8970,12159,8.0,603.0
8971,12160,8.0,632.8
8972,12161,7.0,476.17
8973,12162,7.0,614.5
8974,12163,8.0,598.41
8975,12164,8.0,589.6
8976,12165,7.0,553.3900000000001
8977,12166,8.0,589.7
8978,12167,7.0,518.94
8979,12168,7.0,535.1899999999999
8980,12169,7.0,591.39
8981,12170,9.0,684.0699999999999
8982,12171,7.0,563.25
8983,12172,7.0,504.5
8984,12173,8.0,608.8
8985,12174,8.0,617.65
8986,12175,8.0,640.9000000000001
8987,12176,6.0,419.75
8988,12177,7.0,484.77
8989,12178,8.0,646.3
8990,12179,8.0,637.55
8991,12180,8.0,0.0
8992,12181,8.0,665.36
8993,12182,7.0,530.3
8994,12183,8.0,617.05
8995,12184,8.0,648.2
8996,12185,8.0,648.8
8997,12186,8.0,572.3499999999999
8998,12187,8.0,593.74
8999,12189,7.0,564.27
9000,12190,7.0,584.01
9001,12191,7.0,462.53
9002,12192,6.0,295.47
9003,12193,8.0,561.5
9004,12194,7.0,555.8900000000001
9005,12195,7.0,564.4100000000001
9006,12196,7.0,596.47
9007,12197,7.0,469.02
9008,12198,7.0,531.52
9009,12199,8.0,588.5
9010,12200,7.0,550.15
9011,12201,7.0,589.59
9012,12202,8.0,645.75
9013,12203,8.0,675.4000000000001
9014,12204,8.0,665.22
9015,12205,8.0,488.12
9016,12206,8.0,600.8499999999999
9017,12207,8.0,581.53
9018,12208,8.0,628.9
9019,12209,7.0,514.52
9020,12210,7.0,602.2
9021,12211,7.0,477.5
9022,12212,8.0,571.1
9023,12213,7.0,493.18
9024,12214,7.0,576.87
9025,12215,8.0,653.07
9026,12216,9.0,749.15
9027,12217,8.0,604.15
9028,12218,8.0,609.9300000000001
9029,12219,7.0,612.7
9030,12220,7.0,522.6800000000001
9031,12221,8.0,546.8
9032,12222,8.0,586.0
9033,12224,8.0,568.8499999999999
9034,12225,8.0,648.0500000000001
9035,12226,8.0,590.4
9036,12227,7.0,518.5
9037,12228,9.0,690.4
9038,12229,8.0,534.31
9039,12230,9.0,773.8199999999999
9040,12231,9.0,708.0999999999999
9041,12232,8.0,582.35
9042,12233,7.0,516.99
9043,12234,7.0,573.11
9044,12235,7.0,558.25
9045,12236,8.0,668.1700000000001
9046,12237,8.0,603.7
9047,12238,8.0,526.75
9048,12239,8.0,655.95
9049,12240,7.0,456.77
9050,12241,7.0,508.65
9051,12242,7.0,590.7
9052,12243,7.0,514.0
9053,12244,7.0,498.95
9054,12245,7.0,557.72
9055,12246,7.0,459.94
9056,12247,8.0,701.9
9057,12248,7.0,516.85
9058,12249,8.0,0.0
9059,12250,8.0,494.8
9060,12251,8.0,588.65
9061,12252,8.0,633.1500000000001
9062,12253,8.0,587.25
9063,12254,7.0,529.34
9064,12255,7.0,502.9
9065,12256,7.0,487.1
9066,12258,8.0,625.95
9067,12259,5.0,254.15
9068,12260,8.0,579.9000000000001
9069,12261,8.0,674.05
9070,12262,7.0,473.75
9071,12263,7.0,466.12
9072,12265,7.0,568.27
9073,12266,8.0,521.6500000000001
9074,12267,8.0,660.8
9075,12268,7.0,442.7
9076,12269,7.0,513.28
9077,12270,7.0,611.56
9078,12271,8.0,488.84
9079,12272,8.0,671.9
9080,12273,8.0,617.6800000000001
9081,12274,8.0,674.1
9082,12275,8.0,0.0
9083,12276,8.0,570.55
9084,12277,7.0,614.16
9085,12278,7.0,374.93
9086,12279,7.0,552.35
9087,12280,7.0,609.35
9088,12281,8.0,590.6500000000001
9089,12282,7.0,563.34
9090,12283,7.0,460.85
9091,12284,7.0,499.62
9092,12285,8.0,619.1999999999999
9093,12286,8.0,587.5799999999999
9094,12287,7.0,578.37
9095,12288,7.0,494.72
9096,12289,8.0,628.7
9097,12290,8.0,617.95
9098,12291,7.0,515.1700000000001
9099,12292,7.0,586.85
9100,12293,8.0,624.75
9101,12294,8.0,596.4
9102,12295,8.0,641.6
9103,12296,7.0,490.96
9104,12297,8.0,588.3
9105,12298,7.0,526.79
9106,12299,7.0,532.0500000000001
9107,12300,8.0,652.6500000000001
9108,12301,7.0,469.4500000000001
9109,12302,8.0,617.77
9110,12303,8.0,582.91
9111,12304,7.0,548.8
9112,12305,7.0,614.09
9113,12306,8.0,656.95
9114,12307,8.0,396.2000000000001
9115,12308,8.0,337.8
9116,12309,8.0,596.3
9117,12310,6.0,502.38
9118,12311,7.0,317.3
9119,12312,8.0,495.2
9120,12316,3.0,144.5
9121,12317,3.0,144.75
9122,12320,5.0,327.61
9123,12322,1.0,61.0
9124,12326,4.0,319.6
9125,12328,1.0,34.8
9126,12331,1.0,77.4
9127,12337,8.0,625.36
9128,12338,8.0,565.8
9129,12339,7.0,581.06
9130,12340,7.0,561.87
9131,12341,7.0,553.81
9132,12342,8.0,671.26
9133,12343,7.0,591.1700000000001
9134,12344,7.0,558.23
9135,12345,8.0,642.3799999999999
9136,12346,6.0,427.63000000000005
9137,12347,7.0,590.29
9138,12348,7.0,604.3799999999999
9139,12349,7.0,521.8900000000001
9140,12350,4.0,314.34000000000003
9141,12351,2.0,167.66
9142,12352,2.0,135.66
9143,12353,2.0,76.66
9144,12354,2.0,162.67000000000002
9145,12356,1.0,0.0
9146,12360,9.0,789.77
9147,12361,7.0,575.4300000000001
9148,12362,7.0,542.4
9149,12363,6.0,409.6
9150,12364,8.0,666.9300000000001
9151,12365,8.0,631.73
9152,12366,1.0,90.0
9153,12367,3.0,8.0
9154,12368,5.0,405.07
9155,12370,7.0,483.4
9156,12372,5.0,343.45
9157,12373,6.0,547.85
9158,12374,6.0,393.38
9159,12375,6.0,503.7000000000001
9160,12376,6.0,449.85
9161,12377,5.0,399.7
9162,12378,4.0,262.6
9163,12379,7.0,581.13
9164,12380,7.0,524.3
9165,12381,4.0,321.79
9166,12382,5.0,355.61
9167,12383,5.0,307.0
9168,12384,6.0,515.8
9169,12385,5.0,318.19
9170,12386,6.0,463.47
9171,12387,5.0,304.03
9172,12388,5.0,368.47
9173,12389,8.0,655.8199999999999
9174,12390,5.0,380.13000000000005
9175,12391,4.0,318.09
9176,12392,6.0,541.0
9177,12393,8.0,695.22
9178,12394,5.0,329.18
9179,12395,8.0,472.5
9180,12396,8.0,584.1800000000001
9181,12397,7.0,574.0
9182,12398,4.0,286.97
9183,12399,6.0,411.37
9184,12400,7.0,539.93
9185,12401,8.0,530.32
9186,12402,7.0,598.25
9187,12403,7.0,548.47
9188,12404,8.0,661.94
9189,12405,7.0,510.79
9190,12406,7.0,543.12
9191,12407,7.0,531.3
9192,12408,7.0,538.35
9193,12409,6.0,471.45
9194,12410,6.0,421.7
9195,12411,7.0,538.32
9196,12412,7.0,500.76
9197,12413,6.0,395.73
9198,12414,6.0,379.39
9199,12415,7.0,543.05
9200,12416,7.0,516.71
9201,12417,8.0,665.53
9202,12418,6.0,475.91
9203,12419,8.0,664.1800000000001
9204,12420,6.0,399.46
9205,12421,6.0,482.24
9206,12422,6.0,427.49
9207,12423,8.0,682.45
9208,12424,8.0,609.0
9209,12425,4.0,339.2
9210,12426,5.0,364.2
9211,12432,6.0,445.7
9212,12438,5.0,349.7
9213,12439,3.0,258.6
9214,12440,5.0,385.4
9215,12441,6.0,388.9
9216,12442,5.0,360.7
9217,12443,7.0,482.76
9218,12444,6.0,407.9500000000001
9219,12445,6.0,442.97
9220,12446,6.0,419.14
9221,12447,6.0,510.51
9222,12448,6.0,490.46
9223,12449,6.0,378.23
9224,12450,6.0,411.87
9225,12451,6.0,459.16
9226,12452,6.0,462.38000000000005
9227,12453,6.0,458.5
9228,12454,6.0,420.58
9229,12455,6.0,453.61
9230,12456,7.0,451.58
9231,12457,6.0,447.71
9232,12459,6.0,443.12
9233,12460,6.0,359.5
9234,12462,5.0,353.98999999999995
9235,12463,4.0,309.43
9236,12464,5.0,335.73
9237,12465,5.0,393.96
9238,12466,4.0,297.54
9239,12467,1.0,78.0
9240,12469,6.0,509.35
9241,12470,6.0,371.47
9242,12471,6.0,453.87
9243,12472,4.0,253.99
9244,12473,7.0,520.86
9245,12474,6.0,346.81
9246,12475,6.0,380.79
9247,12476,5.0,322.33
9248,12477,7.0,524.37
9249,12478,6.0,452.7
9250,12479,8.0,526.6400000000001
9251,12480,7.0,593.1
9252,12481,7.0,578.0
9253,12482,5.0,370.63
9254,12483,8.0,606.5
9255,12484,7.0,529.3499999999999
9256,12485,7.0,533.1
9257,12487,8.0,621.0699999999999
9258,12488,7.0,534.9
9259,12489,7.0,497.3
9260,12490,8.0,614.2
9261,12491,7.0,436.9
9262,12492,7.0,441.75
9263,12493,7.0,540.1
9264,12494,7.0,578.1
9265,12495,7.0,503.15
9266,12496,7.0,480.1
9267,12497,8.0,586.67
9268,12498,7.0,505.2000000000001
9269,12499,7.0,484.25
9270,12500,8.0,499.52
9271,12501,7.0,499.75
9272,12502,7.0,538.35
9273,12503,7.0,486.80000000000007
9274,12504,7.0,538.1
9275,12505,8.0,643.2
9276,12506,7.0,565.6999999999999
9277,12507,6.0,520.0
9278,12508,6.0,468.3
9279,12509,6.0,490.30000000000007
9280,12510,5.0,386.68
9281,12511,6.0,495.25
9282,12512,6.0,442.3
9283,12513,6.0,491.2000000000001
9284,12514,6.0,409.49
9285,12515,6.0,505.7
9286,12516,6.0,454.01
9287,12517,7.0,544.6999999999999
9288,12518,8.0,584.62
9289,12519,6.0,442.41
9290,12520,6.0,455.95
9291,12521,5.0,349.19000000000005
9292,12522,7.0,542.0799999999999
9293,12523,8.0,566.97
9294,12524,5.0,425.74
9295,12529,4.0,43.63
9296,12530,6.0,497.69
9297,12531,6.0,514.44
9298,12533,2.0,125.0
9299,12534,4.0,325.29999999999995
9300,12540,8.0,657.75
9301,12541,6.0,526.4000000000001
9302,12542,7.0,542.15
9303,12543,8.0,644.25
9304,12544,7.0,524.3
9305,12545,1.0,88.0
9306,12546,5.0,423.3
9307,12547,6.0,533.15
9308,12548,7.0,574.8
9309,12549,7.0,606.35
9310,12550,6.0,523.9499999999999
9311,12551,6.0,520.9
9312,12552,6.0,547.6
9313,12553,6.0,506.5
9314,12554,6.0,534.05
9315,12555,7.0,616.85
9316,12556,8.0,662.3
9317,12571,5.0,368.47
9318,12578,3.0,162.1
9319,12581,4.0,284.82
9320,12582,4.0,247.21
9321,12583,2.0,174.32999999999998
9322,12584,5.0,412.51
9323,12585,5.0,396.1
9324,12587,6.0,498.0
9325,12588,9.0,680.2900000000001
9326,12589,6.0,469.0700000000001
9327,12590,8.0,685.5
9328,12591,9.0,492.7
9329,12592,6.0,504.48
9330,12593,7.0,603.28
9331,12594,8.0,606.0
9332,12597,8.0,665.5
9333,12598,7.0,522.55
9334,12601,7.0,555.25
9335,12607,6.0,342.75
9336,12608,6.0,487.31
9337,12609,5.0,379.2000000000001
9338,12610,6.0,416.1
9339,12611,5.0,362.68
9340,12612,4.0,331.0
9341,12613,7.0,583.13
9342,12614,6.0,476.06
9343,12615,9.0,708.4
9344,12616,9.0,731.0999999999999
9345,12617,6.0,376.73
9346,12618,9.0,729.3
9347,12619,7.0,501.02
9348,12620,7.0,465.43
9349,12621,9.0,669.3399999999999
9350,12622,8.0,548.1
9351,12623,9.0,739.98
9352,12624,9.0,730.32
9353,12625,8.0,632.1
9354,12626,9.0,822.83
9355,12627,5.0,416.26
9356,12628,7.0,482.97
9357,12629,9.0,789.4300000000001
9358,12630,9.0,739.91
9359,12631,8.0,611.23
9360,12633,9.0,707.24
9361,12634,9.0,681.38
9362,12635,9.0,668.3000000000001
9363,12636,8.0,632.5799999999999
9364,12637,9.0,636.4000000000001
9365,12638,10.0,720.2
9366,12639,9.0,604.88
9367,12640,9.0,629.01
9368,12641,10.0,770.6999999999999
9369,12642,9.0,696.91
9370,12643,8.0,628.41
9371,12644,8.0,506.64
9372,12645,9.0,610.72
9373,12646,9.0,652.97
9374,12647,10.0,759.36
9375,12649,9.0,715.6500000000001
9376,12650,9.0,725.5
9377,12651,9.0,709.38
9378,12652,9.0,778.4000000000001
9379,12653,9.0,740.0999999999999
9380,12654,9.0,746.1700000000001
9381,12655,9.0,746.38
9382,12656,9.0,774.27
9383,12657,9.0,657.69
9384,12658,9.0,541.4300000000001
9385,12659,8.0,525.85
9386,12660,9.0,769.69
9387,12661,9.0,649.2
9388,12662,8.0,539.1800000000001
9389,12663,9.0,659.1800000000001
9390,12664,9.0,625.1999999999999
9391,12665,8.0,540.53
9392,12668,9.0,675.3299999999999
9393,12669,9.0,772.73
9394,12670,9.0,671.9
9395,12671,9.0,777.8199999999999
9396,12672,9.0,625.3399999999999
9397,12673,9.0,639.2
9398,12674,9.0,778.53
9399,12675,9.0,609.82
9400,12676,9.0,814.13
9401,12677,9.0,617.3499999999999
9402,12678,9.0,699.8299999999999
9403,12679,9.0,655.12
9404,12680,9.0,712.97
9405,12681,9.0,651.92
9406,12682,9.0,677.4
9407,12683,9.0,723.04
9408,12684,6.0,377.53
9409,12685,7.0,533.87
9410,12686,9.0,691.77
9411,12687,9.0,757.9300000000001
9412,12689,9.0,743.23
9413,12692,7.0,380.5
9414,12693,7.0,447.00000000000006
9415,12694,8.0,551.6
9416,12695,8.0,600.75
9417,12696,8.0,623.6
9418,12697,8.0,621.5
9419,12698,7.0,421.92
9420,12699,7.0,465.77
9421,12701,7.0,522.52
9422,12702,7.0,401.43
9423,12703,7.0,504.58
9424,12704,7.0,445.39
9425,12705,9.0,742.2
9426,12706,7.0,514.3299999999999
9427,12710,5.0,225.26
9428,12711,7.0,544.4000000000001
9429,12712,6.0,425.50000000000006
9430,12713,8.0,733.3000000000001
9431,12714,8.0,603.1999999999999
9432,12715,9.0,706.2
9433,12716,9.0,804.6
9434,12717,8.0,613.9000000000001
9435,12718,8.0,607.5999999999999
9436,12719,7.0,518.3000000000001
9437,12720,8.0,727.7
9438,12721,8.0,577.5999999999999
9439,12722,8.0,646.29
9440,12723,9.0,721.52
9441,12724,8.0,660.5
9442,12725,8.0,575.4000000000001
9443,12726,8.0,524.9000000000001
9444,12727,8.0,664.1
9445,12728,8.0,555.47
9446,12729,8.0,419.3
9447,12730,7.0,542.63
9448,12731,6.0,401.56
9449,12732,7.0,443.5
9450,12733,6.0,416.53
9451,12734,7.0,582.9
9452,12735,8.0,602.4000000000001
9453,12736,5.0,383.5
9454,12737,5.0,267.4
9455,12738,1.0,86.1
9456,12739,6.0,448.6
9457,12740,7.0,347.7
9458,12741,7.0,449.95
9459,12742,8.0,524.0999999999999
9460,12743,7.0,547.3
9461,12744,6.0,10.0
9462,12745,6.0,430.55
9463,12746,6.0,455.6
9464,12747,5.0,349.1
9465,12748,6.0,354.2
9466,12749,6.0,459.5
9467,12750,6.0,484.45
9468,12751,5.0,380.1
9469,12752,7.0,502.25
9470,12753,6.0,458.72
9471,12754,5.0,387.4
9472,12755,5.0,358.5
9473,12756,5.0,369.6
9474,12757,6.0,415.1
9475,12758,6.0,547.0
9476,12759,6.0,434.8
9477,12760,6.0,536.8
9478,12761,6.0,511.8
9479,12762,6.0,500.6
9480,12763,6.0,494.9
9481,12764,1.0,82.78
9482,12765,1.0,65.37
9483,12766,3.0,193.42
9484,12767,6.0,448.66
9485,12768,3.0,232.0
9486,12773,3.0,200.8
9487,12775,5.0,297.0
9488,12777,1.0,85.0
9489,12779,7.0,536.0
9490,12781,1.0,55.3
9491,12782,2.0,137.2
9492,12783,1.0,84.5
9493,12784,1.0,83.6
9494,12785,7.0,544.25
9495,12786,7.0,541.6
9496,12787,7.0,495.9
9497,12788,1.0,84.4
9498,12796,6.0,520.51
9499,12798,9.0,830.8299999999999
9500,12799,6.0,327.94000000000005
9501,12800,7.0,442.1
9502,12801,8.0,572.1099999999999
9503,12802,7.0,533.28
9504,12803,7.0,576.89
9505,12804,7.0,526.03
9506,12805,6.0,317.37
9507,12806,8.0,617.26
9508,12807,9.0,741.21
9509,12808,8.0,618.69
9510,12809,8.0,666.3199999999999
9511,12810,8.0,587.63
9512,12811,6.0,477.67
9513,12812,7.0,451.22
9514,12813,8.0,600.1
9515,12814,7.0,451.43
9516,12815,6.0,443.7900000000001
9517,12816,7.0,538.96
9518,12817,8.0,567.6
9519,12818,7.0,507.55
9520,12819,7.0,455.47
9521,12821,6.0,499.0
9522,12822,6.0,397.6
9523,12823,6.0,459.3
9524,12824,2.0,164.64
9525,12825,1.0,78.0
9526,12828,7.0,562.1999999999999
9527,12829,5.0,401.32
9528,12830,7.0,514.73
9529,12831,6.0,439.95
9530,12834,6.0,512.0799999999999
9531,12836,9.0,629.1
9532,12838,5.0,322.0
9533,12839,4.0,310.29999999999995
9534,12840,4.0,330.87
9535,12842,3.0,215.34
9536,12847,3.0,208.25
9537,12848,5.0,401.94
9538,12849,3.0,167.6
9539,12851,1.0,55.0
9540,12856,6.0,391.0
9541,12859,4.0,277.0
9542,12860,6.0,358.1
9543,12861,4.0,248.3
9544,12862,4.0,236.4
9545,12863,5.0,275.5
9546,12864,5.0,337.0
9547,12865,5.0,101.2
9548,12866,4.0,301.3
9549,12867,5.0,371.3
9550,12868,5.0,371.37
9551,12869,4.0,310.6
9552,12870,4.0,326.4
9553,12871,5.0,349.8
9554,12872,5.0,358.2
9555,12873,4.0,347.9
9556,12874,8.0,583.6800000000001
9557,12875,7.0,526.53
9558,12876,8.0,723.41
9559,12877,8.0,660.26
9560,12878,8.0,700.55
9561,12879,8.0,692.3
9562,12880,8.0,716.0699999999999
9563,12881,8.0,691.79
9564,12882,8.0,684.86
9565,12883,8.0,666.02
9566,12884,8.0,663.25
9567,12885,8.0,653.3
9568,12886,8.0,609.2
9569,12887,8.0,654.7099999999999
9570,12888,8.0,628.3299999999999
9571,12890,8.0,585.76
9572,12891,8.0,575.5699999999999
9573,12892,8.0,561.86
9574,12893,8.0,728.27
9575,12895,1.0,80.2
9576,12897,7.0,429.22
9577,12898,7.0,561.48
9578,12899,7.0,523.39
9579,12900,7.0,522.38
9580,12901,6.0,352.46
9581,12902,7.0,538.68
9582,12903,6.0,319.99
9583,12904,6.0,493.14
9584,12905,7.0,480.09
9585,12906,7.0,516.14
9586,12907,6.0,412.9
9587,12908,7.0,531.3
9588,12909,6.0,423.06
9589,12910,6.0,364.87
9590,12911,7.0,558.1800000000001
9591,12912,6.0,361.62
9592,12913,6.0,388.54
9593,12914,7.0,577.73
9594,12915,6.0,457.28
9595,12916,7.0,419.63
9596,12917,7.0,370.51
9597,12918,1.0,82.0
9598,12919,4.0,303.67
9599,12920,7.0,588.3
9600,12922,1.0,82.6
9601,12923,1.0,75.0
9602,12925,6.0,352.8
9603,12926,7.0,353.86
9604,12927,1.0,83.5
9605,12928,7.0,446.9
9606,12929,5.0,302.4
9607,12930,3.0,193.23
9608,12931,6.0,340.0
9609,12932,6.0,369.5
9610,12933,5.0,378.75
9611,12934,4.0,270.4
9612,12935,6.0,500.58
9613,12936,7.0,469.8
9614,12937,8.0,645.69
9615,12938,7.0,499.6
9616,12939,7.0,561.1
9617,12940,7.0,509.4599999999999
9618,12941,8.0,611.9300000000001
9619,12942,8.0,649.5
9620,12944,4.0,167.7
